Id,Placename,Indicator,ValueRaw,ValueDiscrete,Lat,Long,LocationType,MeasurementRecordedDate,CreationTime
279,Toronto_R,Night_Light,25091.02148,high,45.1507,-79.4174,Rural,3/18/2019,5/31/2020
280,Toronto_R,Night_Light,27534.86133,high,45.1507,-79.4174,Rural,3/18/2019,5/31/2020
281,Toronto_R,Night_Light,26712.1582,high,45.1507,-79.4174,Rural,3/19/2019,5/31/2020
282,Toronto_R,Night_Light,26904.8418,high,45.1507,-79.4174,Rural,3/19/2019,5/31/2020
283,Toronto_R,Night_Light,19081.12305,medium,45.1507,-79.4174,Rural,3/20/2019,5/31/2020
284,Toronto_R,Night_Light,24847.89844,high,45.1507,-79.4174,Rural,3/20/2019,5/31/2020
285,Toronto_R,Night_Light,20689.25586,medium,45.1507,-79.4174,Rural,3/21/2019,5/31/2020
286,Toronto_R,Night_Light,25175.22656,high,45.1507,-79.4174,Rural,3/21/2019,5/31/2020
287,Toronto_R,Night_Light,16094.9043,medium,45.1507,-79.4174,Rural,3/22/2019,5/31/2020
288,Toronto_R,Night_Light,24226.48242,high,45.1507,-79.4174,Rural,3/22/2019,5/31/2020
289,Toronto_R,Night_Light,23277.81836,high,45.1507,-79.4174,Rural,3/23/2019,5/31/2020
290,Toronto_R,Night_Light,24287.50586,high,45.1507,-79.4174,Rural,3/23/2019,5/31/2020
291,Toronto_R,Night_Light,25280.01367,high,45.1507,-79.4174,Rural,3/24/2019,5/31/2020
292,Toronto_R,Night_Light,26196.83203,high,45.1507,-79.4174,Rural,3/24/2019,5/31/2020
293,Toronto_R,Night_Light,22678.74805,high,45.1507,-79.4174,Rural,3/25/2019,5/31/2020
294,Toronto_R,Night_Light,26662.05664,high,45.1507,-79.4174,Rural,3/25/2019,5/31/2020
295,Toronto_R,Night_Light,13159.78418,low,45.1507,-79.4174,Rural,3/26/2019,5/31/2020
296,Toronto_R,Night_Light,26172.62891,high,45.1507,-79.4174,Rural,3/26/2019,5/31/2020
297,Toronto_R,Night_Light,25541.33594,high,45.1507,-79.4174,Rural,3/27/2019,5/31/2020
298,Toronto_R,Night_Light,25830.98047,high,45.1507,-79.4174,Rural,3/27/2019,5/31/2020
299,Toronto_R,Night_Light,21232.30078,medium,45.1507,-79.4174,Rural,3/28/2019,5/31/2020
300,Toronto_R,Night_Light,27075.48828,high,45.1507,-79.4174,Rural,3/28/2019,5/31/2020
301,Toronto_R,Night_Light,18902.55469,medium,45.1507,-79.4174,Rural,3/29/2019,5/31/2020
302,Toronto_R,Night_Light,28189.91602,high,45.1507,-79.4174,Rural,3/29/2019,5/31/2020
303,Toronto_R,Night_Light,20281.20508,medium,45.1507,-79.4174,Rural,3/30/2019,5/31/2020
304,Toronto_R,Night_Light,22577.12891,high,45.1507,-79.4174,Rural,3/30/2019,5/31/2020
305,Toronto_R,Night_Light,16384.17188,medium,45.1507,-79.4174,Rural,3/31/2019,5/31/2020
306,Toronto_U,Night_Light,22927.56445,high,45.749,-79.4083,Urban,3/1/2020,5/31/2020
307,Toronto_U,Night_Light,24852.5332,high,45.749,-79.4083,Urban,3/2/2020,5/31/2020
308,Toronto_U,Night_Light,20543.33008,medium,45.749,-79.4083,Urban,3/3/2020,5/31/2020
309,Toronto_U,Night_Light,24135.49414,high,45.749,-79.4083,Urban,3/4/2020,5/31/2020
310,Toronto_U,Night_Light,24749.96875,high,45.749,-79.4083,Urban,3/5/2020,5/31/2020
311,Toronto_U,Night_Light,24829.85352,high,45.749,-79.4083,Urban,3/6/2020,5/31/2020
312,Toronto_U,Night_Light,26014.22461,high,45.749,-79.4083,Urban,3/7/2020,5/31/2020
313,Toronto_U,Night_Light,22102,high,45.749,-79.4083,Urban,3/8/2020,5/31/2020
314,Toronto_U,Night_Light,20835.19531,medium,45.749,-79.4083,Urban,3/9/2020,5/31/2020
315,Toronto_U,Night_Light,14998.49707,low,45.749,-79.4083,Urban,3/10/2020,5/31/2020
316,Toronto_U,Night_Light,26363.38281,high,45.749,-79.4083,Urban,3/11/2020,5/31/2020
317,Toronto_U,Night_Light,21769.55664,medium,45.749,-79.4083,Urban,3/12/2020,5/31/2020
318,Toronto_U,Night_Light,22956.34961,high,45.749,-79.4083,Urban,3/13/2020,5/31/2020
319,Toronto_U,Night_Light,26985.38867,high,45.749,-79.4083,Urban,3/14/2020,5/31/2020
320,Toronto_U,Night_Light,21597.82031,medium,45.749,-79.4083,Urban,3/15/2020,5/31/2020
321,Toronto_U,Night_Light,25360.98242,high,45.749,-79.4083,Urban,3/16/2020,5/31/2020
322,Toronto_U,Night_Light,24984.63086,high,45.749,-79.4083,Urban,3/17/2020,5/31/2020
323,Toronto_U,Night_Light,26265.02148,high,45.749,-79.4083,Urban,3/18/2020,5/31/2020
324,Toronto_U,Night_Light,26004.78125,high,45.749,-79.4083,Urban,3/19/2020,5/31/2020
325,Toronto_U,Night_Light,27312.73828,high,45.749,-79.4083,Urban,3/20/2020,5/31/2020
326,Toronto_U,Night_Light,25674.49219,high,45.749,-79.4083,Urban,3/21/2020,5/31/2020
327,Toronto_U,Night_Light,25277.0293,high,45.749,-79.4083,Urban,3/22/2020,5/31/2020
328,Toronto_U,Night_Light,22049.4082,high,45.749,-79.4083,Urban,3/23/2020,5/31/2020
329,Toronto_U,Night_Light,24189.88867,high,45.749,-79.4083,Urban,3/24/2020,5/31/2020
330,Toronto_U,Night_Light,20486.54492,medium,45.749,-79.4083,Urban,3/25/2020,5/31/2020
331,Toronto_U,Night_Light,23476.03125,high,45.749,-79.4083,Urban,3/26/2020,5/31/2020
332,Toronto_U,Night_Light,27438.88086,high,45.749,-79.4083,Urban,3/27/2020,5/31/2020
333,Toronto_U,Night_Light,20671.16602,medium,45.749,-79.4083,Urban,3/28/2020,5/31/2020
334,Toronto_U,Night_Light,10074.97949,low,45.749,-79.4083,Urban,3/29/2020,5/31/2020
335,Toronto_U,Night_Light,21399.9707,medium,45.749,-79.4083,Urban,3/30/2020,5/31/2020
336,Toronto_U,Night_Light,26661.05273,high,45.749,-79.4083,Urban,3/31/2020,5/31/2020
337,Toronto_U,Night_Light,23948.79492,high,45.749,-79.4083,Urban,4/1/2020,5/31/2020
338,Toronto_U,Night_Light,27169.63477,high,45.749,-79.4083,Urban,4/2/2020,5/31/2020
339,Toronto_U,Night_Light,28695.66602,high,45.749,-79.4083,Urban,4/3/2020,5/31/2020
340,Toronto_U,Night_Light,27114.72461,high,45.749,-79.4083,Urban,4/4/2020,5/31/2020
341,Toronto_U,Night_Light,26179.26953,high,45.749,-79.4083,Urban,4/5/2020,5/31/2020
342,Toronto_U,Night_Light,28016.69141,high,45.749,-79.4083,Urban,4/6/2020,5/31/2020
343,Toronto_U,Night_Light,27302.08008,high,45.749,-79.4083,Urban,4/7/2020,5/31/2020
344,Toronto_U,Night_Light,27421.92578,high,45.749,-79.4083,Urban,4/8/2020,5/31/2020
345,Toronto_U,Night_Light,12919.00293,low,45.749,-79.4083,Urban,4/9/2020,5/31/2020
346,Toronto_U,Night_Light,23943.0957,high,45.749,-79.4083,Urban,4/10/2020,5/31/2020
347,Toronto_U,Night_Light,26952.96875,high,45.749,-79.4083,Urban,4/11/2020,5/31/2020
348,Toronto_U,Night_Light,19132.17188,medium,45.749,-79.4083,Urban,4/12/2020,5/31/2020
349,Toronto_U,Night_Light,16903.83203,medium,45.749,-79.4083,Urban,4/13/2020,5/31/2020
350,Toronto_U,Night_Light,26081.13086,high,45.749,-79.4083,Urban,4/14/2020,5/31/2020
351,Toronto_U,Night_Light,26362.43945,high,45.749,-79.4083,Urban,4/15/2020,5/31/2020
352,Toronto_U,Night_Light,26188.42188,high,45.749,-79.4083,Urban,4/16/2020,5/31/2020
353,Toronto_U,Night_Light,26735.71094,high,45.749,-79.4083,Urban,4/17/2020,5/31/2020
354,Toronto_U,Night_Light,24577.92773,high,45.749,-79.4083,Urban,4/18/2020,5/31/2020
355,Toronto_U,Night_Light,27059.01758,high,45.749,-79.4083,Urban,4/19/2020,5/31/2020
356,Toronto_U,Night_Light,26241.13672,high,45.749,-79.4083,Urban,4/20/2020,5/31/2020
357,Toronto_U,Night_Light,13250.44922,low,45.749,-79.4083,Urban,4/21/2020,5/31/2020
358,Toronto_U,Night_Light,26632.89844,high,45.749,-79.4083,Urban,4/22/2020,5/31/2020
359,Toronto_U,Night_Light,26146.63672,high,45.749,-79.4083,Urban,4/23/2020,5/31/2020
360,Toronto_U,Night_Light,25047.94727,high,45.749,-79.4083,Urban,4/24/2020,5/31/2020
361,Toronto_U,Night_Light,28281.93164,high,45.749,-79.4083,Urban,4/25/2020,5/31/2020
362,Toronto_U,Night_Light,18819.13672,medium,45.749,-79.4083,Urban,4/26/2020,5/31/2020
363,Toronto_U,Night_Light,28648.62891,high,45.749,-79.4083,Urban,4/27/2020,5/31/2020
364,Toronto_U,Night_Light,17622.15039,medium,45.749,-79.4083,Urban,4/28/2020,5/31/2020
365,Toronto_U,Night_Light,19876.75391,medium,45.749,-79.4083,Urban,4/29/2020,5/31/2020
366,Toronto_U,Night_Light,15204.62109,medium,45.749,-79.4083,Urban,4/30/2020,5/31/2020
